fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.6,-0.04999999999999999,-0.15000000000000002,1.9,-0.42,22.5,77.5,0.49870000000000003,2.88,0.12,9.0,bad
6.6,0.235,-0.33999999999999997,1.4,-0.4,14.5,76.5,0.49660000000000004,2.77,0.14,8.8,bad
8.3,0.020000000000000018,-0.15999999999999998,2.2,-0.41300000000000003,23.5,121.5,0.4982,2.76,0.10999999999999999,9.0,bad
8.1,0.22499999999999998,-0.26,6.1,-0.383,30.5,133.5,0.5014000000000001,2.82,0.5700000000000001,8.8,bad
6.5,0.07999999999999996,-0.38,1.4,-0.40900000000000003,33.5,123.5,0.49560000000000004,2.94,-0.020000000000000018,10.0,bad
6.3,0.27,-0.5,1.3,-0.434,33.5,51.5,0.49760000000000004,3.12,0.18000000000000005,9.4,bad
7.2,0.45999999999999996,-0.3,1.5,-0.453,14.5,59.5,0.49550000000000005,2.86,-0.06,10.4,bad
7.2,0.45999999999999996,-0.3,1.5,-0.453,14.5,59.5,0.49550000000000005,2.86,-0.06,10.4,bad
8.6,0.020000000000000018,-0.16999999999999998,0.8,-0.43,8.5,29.5,0.4978,2.74,0.09999999999999998,8.8,bad
7.3,0.050000000000000044,-0.15000000000000002,1.7000000000000002,-0.426,20.5,65.5,0.49739999999999995,2.75,0.06000000000000005,8.7,bad
11.8,-0.10999999999999999,0.13,1.7999999999999998,-0.40900000000000003,5.5,17.5,0.5004,2.66,-0.010000000000000009,9.0,bad
11.8,-0.10999999999999999,0.13,1.7999999999999998,-0.40900000000000003,5.5,17.5,0.5004,2.66,-0.010000000000000009,9.0,bad
6.5,0.12,-0.32,1.0,-0.438,6.5,49.5,0.4951,2.58,0.09999999999999998,8.8,bad
12.0,-0.12,0.09999999999999998,2.1,-0.419,30.5,71.5,0.49960000000000004,2.6,0.22999999999999998,10.0,bad
8.8,-0.020000000000000018,-0.21000000000000002,1.6,-0.373,5.5,15.5,0.4968,2.72,0.21999999999999997,10.7,bad
6.5,-0.27,-0.09999999999999998,1.1,-0.437,20.5,66.5,0.4952,3.0,0.13,10.6,bad
8.4,0.08999999999999997,-0.10999999999999999,1.7999999999999998,-0.405,4.5,21.5,0.49860000000000004,2.87,0.07999999999999996,9.8,bad
8.7,0.13,-0.29000000000000004,2.2,-0.403,28.5,64.5,0.4988,2.78,0.07999999999999996,9.1,bad
11.1,0.07999999999999996,0.16000000000000003,1.7000000000000002,-0.426,9.5,46.5,0.5007999999999999,2.75,0.06999999999999995,8.5,bad
7.800000000000001,0.11499999999999999,-0.28,2.1,-0.41300000000000003,5.5,18.5,0.4982,2.76,0.10999999999999999,8.8,bad
10.5,-0.24,0.18000000000000005,2.05,-0.415,9.5,24.5,0.497,2.68,0.10999999999999999,11.3,bad
7.6,0.16000000000000003,0.19999999999999996,1.7000000000000002,-0.402,24.5,128.5,0.4972,2.58,0.030000000000000027,8.5,bad
9.5,-0.21000000000000002,-0.09999999999999998,2.4,-0.402,9.5,25.5,0.5005999999999999,2.98,0.41000000000000003,9.2,bad
8.2,0.31999999999999995,-0.48,0.7,-0.43,35.5,47.5,0.4952,2.7,0.07999999999999996,9.3,bad
12.5,-0.18,0.15000000000000002,2.1,-0.40700000000000003,14.5,46.5,0.49960000000000004,2.55,0.10999999999999999,10.1,bad
9.4,-0.15000000000000002,0.050000000000000044,1.6,-0.438,4.5,13.5,0.4971,2.76,0.29000000000000004,10.1,bad
9.1,0.18000000000000005,-0.26,1.7000000000000002,-0.41300000000000003,4.5,27.5,0.4988,2.64,0.09999999999999998,9.7,bad
8.8,-0.22999999999999998,-0.09000000000000002,1.5,-0.40900000000000003,5.5,15.5,0.498,2.78,0.19999999999999996,9.2,bad
9.1,0.18000000000000005,-0.26,1.7000000000000002,-0.41300000000000003,4.5,27.5,0.4988,2.64,0.09999999999999998,9.7,bad
10.1,-0.21999999999999997,-0.10999999999999999,15.0,-0.431,5.5,22.5,0.5025999999999999,2.62,0.16000000000000003,8.7,bad
10.1,-0.14,0.08999999999999997,1.7000000000000002,-0.348,5.5,17.5,0.49860000000000004,2.54,0.55,8.9,bad
10.1,-0.14,0.09999999999999998,1.7000000000000002,-0.348,6.5,17.5,0.49860000000000004,2.54,0.56,8.9,bad
9.7,0.17000000000000004,-0.10999999999999999,1.4,-0.446,5.5,16.5,0.49760000000000004,2.67,-0.030000000000000027,9.5,bad
9.7,0.17000000000000004,-0.10999999999999999,1.4,-0.446,5.5,16.5,0.49760000000000004,2.67,-0.030000000000000027,9.5,bad
6.7,-0.15999999999999998,-0.18,2.0,-0.41000000000000003,42.5,112.5,0.49660000000000004,2.82,0.29000000000000004,10.6,bad
11.9,-0.08000000000000002,-0.010000000000000009,4.1,-0.427,18.5,42.5,0.4978,2.52,0.10999999999999999,9.0,bad
8.0,0.15500000000000003,-0.010000000000000009,5.6,-0.378,33.5,150.5,0.5009999999999999,2.81,0.6399999999999999,8.8,bad
9.9,0.10999999999999999,-0.010000000000000009,1.6,-0.3,4.5,15.5,0.49939999999999996,2.66,0.13,7.9,bad
6.8,-0.135,-0.010000000000000009,2.0,-0.41200000000000003,38.5,105.5,0.49660000000000004,2.86,0.28,10.5,bad
7.1,-0.09000000000000002,-0.010000000000000009,1.5,-0.41200000000000003,15.5,42.5,0.498,2.98,0.14,8.6,bad
7.699999999999999,-0.10999999999999999,-0.010000000000000009,1.7999999999999998,-0.401,46.5,132.5,0.4979,2.88,0.49,9.3,bad
8.8,-0.09999999999999998,-0.010000000000000009,2.0,-0.415,37.5,141.5,0.4978,2.72,0.050000000000000044,8.9,bad
8.7,-0.07,-0.010000000000000009,1.9,-0.41400000000000003,22.5,115.5,0.49760000000000004,2.73,0.14,9.0,bad
9.9,0.14,-0.26,2.3,-0.395,28.5,52.5,0.4998,2.74,0.17000000000000004,9.4,bad
6.8,-0.135,-0.010000000000000009,2.0,-0.41200000000000003,38.5,105.5,0.49660000000000004,2.86,0.28,10.5,bad
9.4,0.13,-0.26,1.9,-0.423,5.5,32.5,0.49739999999999995,2.59,0.06999999999999995,8.9,bad
11.4,-0.12,-0.010000000000000009,2.2,-0.402,11.5,41.5,0.5004,2.66,0.10999999999999999,9.8,bad
11.4,-0.12,-0.010000000000000009,2.2,-0.402,11.5,41.5,0.5004,2.66,0.10999999999999999,9.8,bad
9.4,0.13,-0.26,1.9,-0.423,5.5,32.5,0.49739999999999995,2.59,0.06999999999999995,8.9,bad
10.7,0.0,0.24,4.65,-0.4,4.5,16.5,0.49960000000000004,2.72,0.12,10.7,bad
8.7,0.08999999999999997,-0.26,2.8,-0.399,19.5,46.5,0.4988,2.76,0.17000000000000004,9.1,bad
8.8,0.21499999999999997,-0.26,1.6,-0.43,4.5,19.5,0.49660000000000004,2.62,0.08999999999999997,9.4,bad
8.6,-0.030000000000000027,-0.010000000000000009,2.1,-0.406,37.5,105.5,0.4982,2.58,0.08999999999999997,8.6,bad
4.5,0.54,-0.26,1.1,-0.45,31.5,95.5,0.49339999999999995,3.24,0.12,11.0,bad
15.0,0.14500000000000002,-0.010000000000000009,3.7,-0.405,9.5,22.5,0.50315,2.42,0.24,10.6,bad
15.0,0.14500000000000002,-0.010000000000000009,3.7,-0.405,9.5,22.5,0.50315,2.42,0.24,10.6,bad
15.1,0.14500000000000002,-0.010000000000000009,3.7,-0.405,9.5,22.5,0.50315,2.42,0.24,10.6,bad
12.2,0.09999999999999998,-0.010000000000000009,2.3,-0.425,4.5,18.5,0.49939999999999996,2.64,0.06999999999999995,10.9,bad
8.5,-0.06,-0.010000000000000009,1.9,-0.422,25.5,120.5,0.4978,2.73,0.07999999999999996,8.7,bad
8.5,0.040000000000000036,-0.010000000000000009,2.4,-0.406,40.5,109.5,0.4982,2.58,0.10999999999999999,8.7,bad
12.2,0.09999999999999998,-0.010000000000000009,2.3,-0.425,4.5,18.5,0.49939999999999996,2.64,0.06999999999999995,10.9,bad
9.7,-0.26,-0.010000000000000009,1.9,-0.425,9.5,27.5,0.4978,2.64,0.10999999999999999,9.9,bad
10.0,0.08999999999999997,-0.010000000000000009,1.6,-0.43,13.5,46.5,0.4991,2.8,0.06000000000000005,9.1,bad
9.4,0.0,-0.26,1.7999999999999998,-0.397,5.5,13.5,0.4978,2.84,0.020000000000000018,9.5,bad
8.3,-0.06,-0.010000000000000009,2.3,-0.417,17.5,110.5,0.4982,2.8,0.09999999999999998,9.0,bad
8.3,-0.030000000000000027,-0.010000000000000009,2.4,-0.415,16.5,109.5,0.4982,2.79,0.09999999999999998,9.3,bad
11.8,0.0,-0.010000000000000009,1.7000000000000002,-0.41100000000000003,4.5,13.5,0.5002,2.69,-0.06,9.1,bad
11.8,0.0,-0.010000000000000009,1.7000000000000002,-0.41100000000000003,4.5,13.5,0.5002,2.69,-0.06,9.1,bad
11.2,-0.010000000000000009,-0.010000000000000009,1.7000000000000002,-0.417,4.5,14.5,0.5,2.69,-0.07,8.7,bad
6.8,0.22999999999999998,-0.26,1.4,-0.392,17.5,101.5,0.49670000000000003,2.76,0.08999999999999997,8.8,bad
8.5,-0.04999999999999999,-0.010000000000000009,2.1,-0.416,20.5,74.5,0.49870000000000003,2.85,0.06999999999999995,9.2,bad
8.5,-0.04999999999999999,-0.010000000000000009,2.1,-0.416,20.5,74.5,0.49870000000000003,2.85,0.06999999999999995,9.2,bad
9.4,-0.010000000000000009,0.07999999999999996,3.0,-0.406,8.5,42.5,0.5004,2.79,0.07999999999999996,8.5,bad
7.4,0.21999999999999997,-0.32999999999999996,2.1,-0.404,19.5,37.5,0.4978,2.9,0.030000000000000027,9.0,bad
8.4,0.09499999999999997,-0.09000000000000002,7.4,-0.41400000000000003,29.5,108.5,0.4998,2.77,0.06999999999999995,8.8,bad
7.699999999999999,0.41500000000000004,-0.22999999999999998,1.6,-0.41200000000000003,6.5,22.5,0.4962,2.76,-0.030000000000000027,9.5,bad
7.2,0.33499999999999996,-0.5,2.1,-0.419,5.5,13.5,0.49750000000000005,2.8,0.020000000000000018,8.8,bad
8.3,-0.26,0.040000000000000036,2.0,-0.417,24.5,56.5,0.49829999999999997,2.89,0.040000000000000036,8.7,bad
12.7,-0.12,0.050000000000000044,2.2,-0.419,4.5,15.5,0.5005999999999999,2.48,0.040000000000000036,8.9,bad
7.699999999999999,-0.10999999999999999,-0.12,1.0,-0.442,9.5,28.5,0.4962,2.76,0.24,9.3,bad
9.1,0.09999999999999998,0.0,1.7999999999999998,-0.421,27.5,70.5,0.49970000000000003,3.0,0.06999999999999995,9.2,bad
9.1,0.09999999999999998,0.0,1.7999999999999998,-0.421,27.5,70.5,0.49970000000000003,3.0,0.06999999999999995,9.2,bad
10.9,-0.03999999999999998,0.0,2.2,-0.378,3.5,16.5,0.5005999999999999,2.63,0.19999999999999996,9.7,bad
10.8,-0.13,-0.09000000000000002,1.7999999999999998,-0.41200000000000003,5.5,15.5,0.4988,2.59,0.30000000000000004,8.8,bad
7.800000000000001,0.040000000000000036,-0.26,2.9,-0.424,15.5,111.5,0.49760000000000004,2.77,0.10999999999999999,8.9,bad
7.699999999999999,0.06000000000000005,-0.27,2.9,-0.422,13.5,103.5,0.49760000000000004,2.78,0.12,8.9,bad
9.5,0.07999999999999996,-0.28,1.4,-0.42,8.5,31.5,0.49739999999999995,2.63,0.050000000000000044,9.0,bad
6.3,0.18999999999999995,-0.5,5.1,-0.376,20.5,57.5,0.49970000000000003,2.96,0.21999999999999997,9.7,bad
6.3,0.18999999999999995,-0.5,5.1,-0.376,20.5,57.5,0.49970000000000003,2.96,0.21999999999999997,9.7,bad
8.3,0.09999999999999998,-0.21000000000000002,1.7000000000000002,-0.402,4.5,14.5,0.4988,2.86,-0.010000000000000009,8.6,bad
8.3,0.09999999999999998,-0.21000000000000002,1.7000000000000002,-0.402,4.5,14.5,0.4988,2.86,-0.010000000000000009,8.6,bad
7.1,0.18500000000000005,-0.27,1.7999999999999998,-0.389,19.5,83.5,0.49639999999999995,2.71,0.10999999999999999,8.8,bad
9.9,-0.21999999999999997,0.040000000000000036,2.2,-0.395,4.5,18.5,0.4988,2.75,0.13,9.0,bad
9.6,0.43500000000000005,-0.28,2.9,-0.395,10.5,85.5,0.5009999999999999,2.93,0.14,10.8,bad
7.4,-0.15000000000000002,-0.29000000000000004,1.4,-0.427,45.5,101.5,0.49639999999999995,2.77,0.07999999999999996,9.0,bad
8.2,0.33999999999999997,-0.5,0.8999999999999999,-0.435,23.5,32.5,0.49539999999999995,2.77,0.050000000000000044,9.2,bad
9.1,0.38,-0.21999999999999997,1.9,-0.41400000000000003,29.5,146.5,0.4979,2.74,0.030000000000000027,8.9,bad
9.0,0.385,-0.22999999999999998,1.7999999999999998,-0.416,30.5,144.5,0.4978,2.74,0.030000000000000027,8.9,bad
9.4,0.040000000000000036,-0.04999999999999999,1.7999999999999998,-0.429,15.5,39.5,0.4991,2.89,0.12,8.9,bad
9.0,0.08999999999999997,-0.06,1.7999999999999998,-0.429,20.5,67.5,0.4992,2.96,0.13,9.0,bad
9.4,0.040000000000000036,-0.04999999999999999,1.7999999999999998,-0.429,15.5,39.5,0.4991,2.89,0.12,8.9,bad
9.0,0.08999999999999997,-0.06,1.7999999999999998,-0.429,20.5,67.5,0.4992,2.96,0.13,9.0,bad
9.4,0.040000000000000036,-0.04999999999999999,1.7999999999999998,-0.429,15.5,39.5,0.4991,2.89,0.12,8.9,bad
6.8,0.17000000000000004,-0.45,3.1,-0.393,5.5,19.5,0.4972,2.9,0.13,9.6,bad
7.800000000000001,0.345,-0.49,1.7000000000000002,-0.43,4.5,13.5,0.49670000000000003,2.82,0.07999999999999996,10.5,bad
10.2,-0.07,-0.10999999999999999,1.7000000000000002,-0.394,7.5,31.5,0.49860000000000004,2.39,0.0,9.1,bad
9.3,0.38,-0.25,2.0,-0.396,34.5,154.5,0.5009999999999999,2.91,0.17000000000000004,10.7,bad
15.4,-0.14,0.15000000000000002,7.0,-0.404,21.5,70.5,0.49760000000000004,2.48,0.33999999999999997,14.4,bad
8.1,-0.030000000000000027,-0.030000000000000027,1.9,-0.426,6.5,28.5,0.4979,2.58,-0.03999999999999998,9.0,bad
9.2,0.050000000000000044,-0.32999999999999996,2.4,-0.41300000000000003,19.5,52.5,0.5004,2.64,0.10999999999999999,8.9,bad
10.2,-0.07,-0.10999999999999999,1.7000000000000002,-0.394,7.5,31.5,0.49860000000000004,2.39,0.0,9.1,bad
6.6,0.33999999999999997,-0.48,3.9000000000000004,-0.404,4.5,12.5,0.497,2.91,0.06999999999999995,10.5,bad
7.0,-0.08000000000000002,-0.19,1.1,-0.42,14.5,41.5,0.4978,2.81,0.14,8.5,bad
11.6,-0.09999999999999998,0.020000000000000018,1.5,-0.40800000000000003,14.5,53.5,0.5,2.53,0.16000000000000003,9.7,bad
8.9,0.08999999999999997,-0.36,1.5,-0.416,24.5,47.5,0.4981,2.64,0.06000000000000005,9.2,bad
9.5,0.22999999999999998,-0.07,1.7999999999999998,-0.441,14.5,30.5,0.49660000000000004,2.65,0.06999999999999995,10.5,bad
6.4,-0.09999999999999998,-0.26,2.0,-0.417,29.5,44.5,0.4959,2.76,0.07999999999999996,9.5,bad
7.699999999999999,0.22999999999999998,-0.29000000000000004,1.2,-0.426,4.5,12.5,0.4968,2.7,0.020000000000000018,9.0,bad
9.3,0.74,-0.15999999999999998,1.5,-0.421,31.5,150.5,0.498,2.65,0.030000000000000027,9.0,bad
7.699999999999999,0.22999999999999998,-0.29000000000000004,1.2,-0.426,4.5,12.5,0.4968,2.7,0.020000000000000018,9.0,bad
8.8,-0.09000000000000002,-0.10999999999999999,1.7000000000000002,-0.436,11.5,30.5,0.49839999999999995,2.76,0.15000000000000002,9.7,bad
8.1,0.30000000000000004,-0.39,1.7999999999999998,-0.416,11.5,30.5,0.4979,2.9,-0.020000000000000018,9.4,bad
7.800000000000001,0.28,-0.4,2.1,-0.419,44.5,86.5,0.49829999999999997,2.98,0.030000000000000027,9.5,bad
10.3,-0.24,-0.04999999999999999,2.8,-0.44,19.5,48.5,0.4972,2.63,0.040000000000000036,9.1,bad
12.8,-0.07,0.07999999999999996,1.4,-0.43,14.5,39.5,0.5004,2.56,-0.010000000000000009,8.5,bad
8.0,-0.03999999999999998,-0.19,1.75,-0.422,31.5,57.5,0.498,2.83,0.040000000000000036,9.3,bad
7.6,0.28,-0.27,2.1,-0.441,4.5,14.5,0.497,2.87,0.06000000000000005,10.8,bad
9.3,0.48,-0.18,1.7999999999999998,-0.422,34.5,151.5,0.498,2.75,-0.020000000000000018,8.9,bad
7.6,0.28,-0.27,2.1,-0.441,4.5,14.5,0.497,2.87,0.06000000000000005,10.8,bad
6.6,0.15000000000000002,-0.32,1.3,-0.43,12.5,39.5,0.497,2.94,0.09999999999999998,8.6,bad
8.6,0.14,-0.27,2.6,-0.405,12.5,37.5,0.4998,2.78,0.08999999999999997,9.2,bad
7.2,0.16000000000000003,-0.46,1.1,-0.461,3.5,8.5,0.4962,2.9,-0.030000000000000027,8.9,bad
7.6,-0.12,-0.020000000000000018,1.3,-0.34299999999999997,4.5,16.5,0.49760000000000004,2.8,0.55,8.9,bad
6.9,0.685,-0.5,3.75,-0.403,4.5,13.5,0.49660000000000004,3.13,0.040000000000000036,10.2,bad
8.7,0.42000000000000004,-0.26,2.1,-0.41300000000000003,11.5,92.5,0.4998,2.98,0.040000000000000036,9.3,bad
8.1,-0.010000000000000009,0.010000000000000009,1.5,-0.07800000000000001,15.5,61.5,0.4979,2.53,0.6699999999999999,8.5,bad
8.5,-0.020000000000000018,-0.18,2.3,-0.416,20.5,121.5,0.49839999999999995,2.82,0.12,8.9,bad
8.5,-0.030000000000000027,-0.19,2.2,-0.416,23.5,124.5,0.49839999999999995,2.81,0.10999999999999999,8.9,bad
8.9,0.11499999999999999,-0.21999999999999997,2.7,-0.41300000000000003,17.5,71.5,0.5001,2.81,0.030000000000000027,9.2,bad
7.0,-0.12,-0.020000000000000018,2.1,-0.427,21.5,83.5,0.4972,2.82,0.19999999999999996,9.1,bad
8.6,0.265,-0.46,1.1,-0.422,3.5,13.5,0.498,2.79,0.040000000000000036,9.2,bad
7.9,0.5349999999999999,-0.35,5.5,-0.427,10.5,53.5,0.499,2.87,-0.010000000000000009,9.4,bad
6.5,0.28,-0.42,1.5,-0.40700000000000003,9.5,18.5,0.49560000000000004,2.9,-0.030000000000000027,9.5,bad
6.9,-0.010000000000000009,-0.31,2.5,-0.423,15.5,36.5,0.49660000000000004,2.87,0.010000000000000009,10.0,bad
10.1,0.5249999999999999,-0.07,2.3,-0.42,20.5,83.5,0.49850000000000005,2.56,0.06999999999999995,9.6,bad
8.4,0.06499999999999995,-0.15999999999999998,2.5,-0.40700000000000003,15.5,111.5,0.4998,2.88,0.10999999999999999,9.0,bad
8.2,0.18999999999999995,-0.5,2.7,-0.416,12.5,32.5,0.4992,2.86,-0.04999999999999999,8.9,bad
7.5,-0.07,-0.14,1.7999999999999998,-0.425,9.5,47.5,0.49760000000000004,2.84,-0.03999999999999998,8.9,bad
9.4,0.24,-0.21999999999999997,2.1,-0.422,20.5,76.5,0.498,2.78,0.010000000000000009,9.3,bad
7.5,-0.07,-0.14,1.7999999999999998,-0.425,9.5,47.5,0.49760000000000004,2.84,-0.03999999999999998,8.9,bad
7.1,-0.03999999999999998,-0.39,2.1,-0.421,11.5,48.5,0.4968,2.71,0.06999999999999995,9.5,bad
7.9,0.06000000000000005,-0.46,1.5,-0.4180000000000001,9.5,21.5,0.49760000000000004,2.72,-0.06,9.1,bad
6.6,0.16000000000000003,-0.5,3.4,-0.41400000000000003,16.5,44.5,0.49760000000000004,2.96,0.040000000000000036,9.0,bad
7.9,0.06000000000000005,-0.46,1.5,-0.4180000000000001,9.5,21.5,0.49760000000000004,2.72,-0.06,9.1,bad
8.4,-0.020000000000000018,-0.26,2.35,-0.406,34.5,105.5,0.4982,2.6,0.030000000000000027,8.7,bad
7.1,-0.08000000000000002,-0.42,2.2,-0.416,14.5,47.5,0.4968,2.71,0.08999999999999997,9.5,bad
6.6,-0.19,-0.2,1.7000000000000002,-0.447,35.5,126.5,0.49650000000000005,2.44,1.12,9.0,bad
7.0,0.615,-0.4,2.6,-0.41400000000000003,4.5,11.5,0.4958,3.04,0.09999999999999998,10.7,bad
8.5,0.16000000000000003,-0.32999999999999996,2.5,-0.423,4.5,12.5,0.49760000000000004,2.79,0.050000000000000044,9.9,bad
5.9,0.06999999999999995,-0.48,1.3,-0.433,3.5,10.5,0.497,2.96,0.18000000000000005,9.0,bad
5.9,0.06999999999999995,-0.48,1.3,-0.433,3.5,10.5,0.497,2.96,0.18000000000000005,9.0,bad
9.0,0.050000000000000044,0.16000000000000003,1.7999999999999998,-0.11299999999999999,11.5,36.5,0.4982,2.67,0.17000000000000004,9.1,bad
8.4,0.375,-0.37,2.95,-0.41200000000000003,3.5,13.5,0.49939999999999996,2.94,0.020000000000000018,11.0,bad
6.8,0.33499999999999996,-0.47,1.6,-0.40800000000000003,9.5,18.5,0.49660000000000004,2.89,-0.030000000000000027,9.1,bad
6.5,-0.04999999999999999,-0.15999999999999998,2.2,-0.4180000000000001,15.5,71.5,0.498,3.05,0.09999999999999998,9.0,bad
7.2,0.06000000000000005,-0.3,1.5,-0.425,8.5,38.5,0.49870000000000003,2.98,0.12,8.8,bad
7.2,0.46499999999999997,-0.4,1.6,-0.388,10.5,21.5,0.49629999999999996,2.76,0.0,9.0,bad
7.2,0.46499999999999997,-0.4,1.6,-0.388,10.5,21.5,0.49629999999999996,2.76,0.0,9.0,bad
8.5,-0.03999999999999998,-0.27,2.3,-0.40800000000000003,27.5,103.5,0.49829999999999997,2.6,0.06000000000000005,8.7,bad
8.5,0.18999999999999995,-0.5,1.9,-0.41200000000000003,18.5,37.5,0.499,2.85,0.09999999999999998,8.8,bad
8.7,0.030000000000000027,-0.26,2.1,-0.422,27.5,138.5,0.49788,2.71,0.06999999999999995,9.0,bad
6.0,0.11499999999999999,-0.5,1.4,-0.435,8.5,17.5,0.4972,2.96,0.15000000000000002,8.7,bad
11.1,-0.09000000000000002,0.07999999999999996,2.3,-0.404,24.5,100.5,0.50024,2.63,0.030000000000000027,9.5,bad
10.6,-0.10999999999999999,0.040000000000000036,2.2,-0.405,20.5,100.5,0.5001,2.63,0.010000000000000009,9.0,bad
8.1,-0.16999999999999998,-0.09999999999999998,2.1,-0.417,15.5,67.5,0.49782000000000004,2.8,-0.020000000000000018,8.9,bad
7.800000000000001,0.15000000000000002,-0.4,2.4,-0.41100000000000003,16.5,39.5,0.49803,2.79,0.050000000000000044,9.0,bad
7.800000000000001,0.15000000000000002,-0.4,2.4,-0.41100000000000003,16.5,39.5,0.49803,2.79,0.050000000000000044,9.0,bad
7.1,0.040000000000000036,-0.37,2.0,-0.403,23.5,65.5,0.49785,2.89,0.10999999999999999,8.9,bad
7.800000000000001,0.15000000000000002,-0.4,2.4,-0.41100000000000003,16.5,39.5,0.49803,2.79,0.050000000000000044,9.0,bad
7.6,0.37,-0.5,1.7000000000000002,-0.416,9.5,30.5,0.49656,2.75,0.0,9.3,bad
7.6,0.37,-0.5,1.7000000000000002,-0.416,9.5,30.5,0.49656,2.75,0.0,9.3,bad
8.3,-0.08000000000000002,-0.29000000000000004,2.0,-0.40800000000000003,32.5,87.5,0.49822999999999995,2.69,0.020000000000000018,8.7,bad
8.5,0.07999999999999996,-0.25,2.3,-0.425,8.5,103.5,0.49778999999999995,2.73,0.06999999999999995,9.2,bad
8.8,0.15500000000000003,-0.24,1.5,-0.404,4.5,34.5,0.49738000000000004,2.75,-0.08000000000000002,9.1,bad
8.8,0.15500000000000003,-0.24,1.5,-0.404,4.5,34.5,0.49738000000000004,2.75,-0.08000000000000002,9.1,bad
8.3,0.08999999999999997,-0.32,2.4,-0.41100000000000003,11.5,73.5,0.49738000000000004,2.64,0.040000000000000036,8.9,bad
7.0,0.09999999999999998,-0.18,2.2,-0.397,12.5,97.5,0.49938000000000005,2.95,0.12,9.0,bad
7.4,0.21999999999999997,-0.49,1.4,-0.424,6.5,31.5,0.49668,2.89,0.040000000000000036,9.1,bad
8.9,0.18500000000000005,-0.24,1.9,-0.4180000000000001,22.5,142.5,0.4978,2.78,0.050000000000000044,8.9,bad
9.0,0.06999999999999995,-0.22999999999999998,1.7999999999999998,-0.4180000000000001,22.5,143.5,0.49782000000000004,2.77,0.050000000000000044,8.9,bad
6.7,0.5,-0.5,2.5,-0.398,6.5,15.5,0.49585999999999997,2.93,-0.03999999999999998,9.5,bad
7.800000000000001,-0.07,-0.2,2.9,-0.421,6.5,33.5,0.49788,2.86,0.10999999999999999,10.0,bad
6.6,0.020000000000000018,-0.47,2.1,-0.424,20.5,91.5,0.49744999999999995,3.0,0.09999999999999998,9.3,bad
6.0,-0.03999999999999998,-0.36,1.9,-0.386,8.5,36.5,0.49732,3.16,0.15000000000000002,9.3,bad
8.5,0.31999999999999995,-0.45,1.9,-0.419,25.5,95.5,0.49814,2.86,0.030000000000000027,9.5,bad
6.0,-0.03999999999999998,-0.36,1.9,-0.386,8.5,36.5,0.49732,3.16,0.15000000000000002,9.3,bad
6.6,0.08999999999999997,-0.49,2.0,-0.423,19.5,84.5,0.49746,3.05,0.08999999999999997,9.3,bad
9.4,-0.15000000000000002,-0.09000000000000002,1.7999999999999998,-0.417,10.5,60.5,0.4982,2.71,0.0,9.0,bad
9.4,-0.15000000000000002,-0.09000000000000002,1.7999999999999998,-0.417,10.5,60.5,0.4982,2.71,0.0,9.0,bad
8.1,0.13,-0.32999999999999996,2.4,-0.401,20.5,118.5,0.498,2.59,0.020000000000000018,8.8,bad
8.3,0.14,-0.32999999999999996,2.4,-0.416,24.5,129.5,0.49817999999999996,2.73,0.040000000000000036,9.1,bad
7.2,0.09999999999999998,-0.5,2.1,-0.445,6.5,12.5,0.49639,2.88,0.06000000000000005,10.3,bad
10.3,0.39,-0.2,2.1,-0.368,6.5,59.5,0.49785999999999997,2.49,0.6799999999999999,9.7,bad
8.2,-0.03999999999999998,-0.19,2.0,-0.374,23.5,63.5,0.49746,2.6,0.24,9.1,bad
6.7,0.10999999999999999,-0.42,3.5,-0.4180000000000001,25.5,107.5,0.49641,2.75,0.010000000000000009,8.9,bad
8.1,0.050000000000000044,-0.41000000000000003,2.8,-0.432,7.5,16.5,0.49734999999999996,2.73,-0.06,9.5,bad
6.9,0.030000000000000027,-0.38,1.4,-0.33499999999999996,3.5,11.5,0.49702,2.76,0.36,8.7,bad
6.8,-0.010000000000000009,-0.4,2.1,-0.432,3.5,13.5,0.49561999999999995,2.8,-0.030000000000000027,10.0,bad
10.3,-0.04999999999999999,-0.16999999999999998,2.0,-0.401,19.5,37.5,0.49817999999999996,2.74,0.20999999999999996,10.3,bad
6.4,-0.10999999999999999,-0.26,1.6,-0.398,3.5,6.5,0.49461999999999995,2.94,0.07999999999999996,10.9,bad
10.3,-0.04999999999999999,-0.16999999999999998,2.0,-0.401,19.5,37.5,0.49817999999999996,2.74,0.20999999999999996,10.3,bad
6.6,0.21499999999999997,-0.5,1.85,-0.429,20.5,46.5,0.49632,2.79,-0.04999999999999999,8.9,bad
8.6,0.16000000000000003,-0.35,2.7,-0.403,8.5,58.5,0.49976,2.78,0.040000000000000036,9.1,bad
6.5,0.18500000000000005,-0.5,1.4,-0.401,8.5,21.5,0.49605999999999995,2.84,0.09999999999999998,9.2,bad
6.2,0.040000000000000036,-0.37,1.5,-0.424,14.5,35.5,0.49729999999999996,3.11,0.14,9.3,bad
6.2,0.040000000000000036,-0.37,1.5,-0.424,14.5,35.5,0.49729999999999996,3.11,0.14,9.3,bad
6.6,-0.020000000000000018,-0.21999999999999997,2.3,-0.432,5.5,15.5,0.49682000000000004,2.74,0.030000000000000027,9.8,bad
